"academic_year","time_period","time_identifier","geographic_level","country_code","country_name","region_code","region_name","new_la_code","la_name","old_la_code","education_phase","num_schools","enrolments","present_sessions","overall_attendance","approved_educational_activity","overall_absence","authorised_absence","unauthorised_absence","late_sessions","possible_sessions","reason_present_am","reason_present_pm","reason_present","reason_l_present_late_before_registers_closed","reason_i_authorised_illness","reason_m_authorised_medical_dental","reason_r_authorised_religious_observance","reason_s_authorised_study_leave","reason_t_authorised_mobile_child","reason_h_authorised_holiday","reason_e_authorised_excluded","reason_c_authorised_other","reason_c1_authorised_regulated_performance","reason_j1_authorised_interview","reason_c2_authorised_temp_reduced_timetable","reason_b_aea_education_off_site","reason_j_aea_interview","reason_p_aea_approved_sporting_activity","reason_v_aea_educational_visit_trip","reason_w_aea_work_experience","reason_k_aea_education_arranged_by_la","reason_g_unauthorised_holiday","reason_u_unauthorised_late_after_registers_closed","reason_o_other_unauthorised","reason_n_no_reason_yet","total_num_schools","total_enrolments","attendance_perc","overall_absence_perc","authorised_absence_perc","unauthorised_absence_perc","illness_perc","appointments_perc","unauth_hol_perc","unauth_oth_perc","unauth_late_registers_closed_perc","unauth_not_yet_perc","auth_religious_perc","auth_study_perc","auth_mob_perc","auth_excluded_perc","auth_performance_perc","auth_interview_perc","auth_part_time_perc","auth_other_perc","pa_perc"
"202425","202425","Autumn term","Local authority","E92000001","England","E12000001","North East","E06000047","County Durham","840","Special",8.97142857142857,"1647.52857142857","193814","196570","2756","27663","19317","8346","637","224233","96724","96728","193452","362","11940","2286","0","0","0","0","151","2767","0","2","2171","1853","0","17","609","0","277","971","275","6862","238","9","1674","87.6632788215829","12.3367211784171","8.61469988806286","3.72202129035423","5.3248183808806","1.01947527794749","0.433031712549","3.06020969259654","0.12264028934189","0.106139595866799","0","0","0","0.0673406679659105","0","0.000891929377031927","0.968189338768156","1.23398429312367","34.8089751364463"
"202425","202425","Autumn term","Local authority","E92000001","England","E12000006","East of England","E06000033","Southend-on-Sea","882","Special",5,"604.871428571429","69136","69559","423","9639","7263","2376","621","79198","34302","34513","68815","321","4617","550","0","0","0","0","92","665","5","1","1333","277","0","0","146","0","0","257","300","1775","44","5","687","87.8292381120735","12.1707618879265","9.17068612843759","3.00007575948888","5.82969266900679","0.694461981363166","0.324503144018788","2.24121821258113","0.378797444379909","0.0555569585090533","0","0","0","0.116164549609839","0.00631329073966514","0.00126265814793303","1.68312331119473","0.839667668375464","34.9417637271215"
"202425","202425","Autumn term","Local authority","E92000001","England","E12000009","South West","E10000008","Devon","878","Special",13.8714285714286,"1691.57142857143","207454","212791","5337","28572","21515","7057","1788","241363","103496","102502","205998","1456","13359","1695","0","1","0","0","489","3511","2","44","2414","3413","0","37","1797","88","2","468","332","6256","1","13","1662","88.1622286763091","11.8377713236909","8.91395947183288","2.92381185185799","5.53481685262447","0.70226173854319","0.19389881630573","2.59194657010395","0.137552151738253","0.000414313710054979","0","0.000414313710054979","0","0.202599404216885","0.000828627420109959","0.0182298032424191","1.00015329607272","1.45465543600303","34.8901098901099"
"202425","202425","Autumn term","Local authority","E92000001","England","E12000008","South East","E10000030","Surrey","936","Special",28.6571428571429,"3192.17142857143","360802","367107","6305","51707","37684","14023","3937","418814","178074","179387","357461","3341","20577","3755","44","0","27","0","665","7656","7","64","4889","3436","0","83","1488","465","833","1309","596","11991","127","31","3428","87.6539466206956","12.3460533793044","8.99778899463724","3.34826438466718","4.91315954098956","0.896579388463614","0.312549246204759","2.86308480614306","0.142306608661602","0.0303237236577574","0.010505857015286","0","0.0064467758957437","0.158781702617391","0.00167138634334096","0.0152812465676888","1.16734397608485","1.82801912065977","34.0690083929127"
"202425","202425","Autumn term","Local authority","E92000001","England","E12000002","North West","E08000014","Sefton","343","Special",5.95714285714286,"783.285714285714","92525","93722","1197","13305","10367","2938","652","107027","46037","46017","92054","471","5581","1060","0","0","0","24","122","1356","0","0","2224","451","0","21","321","97","307","486","181","2221","50","6","567","87.5685574668074","12.4314425331926","9.68634082988405","2.74510170330851","5.21457202388182","0.990404290506134","0.45409102376036","2.07517729171144","0.169116204322274","0.0467171835144403","0","0","0","0.113989927775234","0","0","2.0779803227223","1.26697001691162","32.1019108280255"
"202425","202425","Autumn term","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","E08000036","Wakefield","384","Special",4,"564.642857142857","64058","64549","491","12108","8750","3358","91","76657","32094","31898","63992","66","3579","717","8","0","0","0","161","3098","3","0","1184","459","0","0","32","0","0","253","25","3080","0","4","672","84.2049649738445","15.7950350261555","11.4144826956442","4.38055233051124","4.66884955059551","0.93533532488879","0.330041613942628","4.01789790886677","0.0326128077018407","0","0.010436098464589","0","0","0.210026481599854","0.00391353692422088","0","1.54454257275917","4.0413791304121","36.9911504424779"
"202425","202425","Autumn term","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","E08000033","Calderdale","381","Special",3.87142857142857,"501.428571428571","61005","61295","290","6347","5349","998","453","67642","30631","30139","60770","235","3604","515","6","0","0","0","0","691","131","0","402","129","0","74","2","2","83","362","218","414","4","4","595","90.6167765589427","9.38322344105733","7.90780875787233","1.475414683185","5.32805061943763","0.761361284409095","0.535170456225422","0.61204577037935","0.322284970876083","0.00591348570414831","0.00887022855622246","0","0","0","0.193666656810857","0","0.594305313266905","1.02155465539162","24.2248062015504"
"202425","202425","Autumn term","Local authority","E92000001","England","E12000008","South East","E06000038","Reading","870","Special",3.95714285714286,"349.928571428571","37191","38736","1545","8261","5644","2617","404","46997","18308","18774","37082","109","2335","425","2","0","0","0","422","2012","9","0","439","1288","0","0","30","25","202","295","295","2020","7","4","379","82.4222822733366","17.5777177266634","12.0092771879056","5.56844053875779","4.96840223844075","0.904313041257953","0.627699640402579","4.29814669021427","0.627699640402579","0.0148945677383663","0.00425559078239037","0","0","0.897929655084367","0.0191501585207566","0","0.934102176734685","4.28112432708471","44.7887323943662"
"202425","202425","Autumn term","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","E06000013","North Lincolnshire","813","Special",2,"331.857142857143","41999","42091","92","4136","3565","571","264","46227","20797","21003","41800","199","2289","616","0","0","0","0","25","549","0","0","86","55","0","0","37","0","0","73","65","428","5","3","374","91.0528479027408","8.94715209725918","7.7119432366366","1.23520886062258","4.95165163216302","1.3325545676769","0.157916369221451","0.9258658359833","0.140610465745127","0.0108161896727021","0","0","0","0.0540809483635105","0","0","0.186038462370476","1.18761762606269","29.7297297297297"
"202425","202425","Autumn term","Local authority","E92000001","England","E12000002","North West","E06000050","Cheshire West and Chester","896","Special",9.9,"1000.3","121938","124228","2290","14366","11240","3126","1339","138594","60158","60798","120956","982","7026","1361","0","2","0","12","178","2213","0","2","446","785","0","475","872","93","65","509","357","2204","56","10","1141","89.6344719107609","10.3655280892391","8.11001919275005","2.25550889648903","5.06948352742543","0.98200499300114","0.367259765935033","1.59025643245739","0.257586908524179","0.0404057895724202","0","0.00144306391330072","0","0.128432688283764","0","0.00144306391330072","0.321803252666061","1.59675022006725","32.7166504381694"
"202425","202425","Autumn term","Local authority","E92000001","England","E12000007","London","E09000018","Hounslow","313","Special",4.98571428571429,"815.514285714286","97344","97565","221","11746","8957","2789","2253","109311","46928","48835","95763","1581","6336","1391","28","0","4","0","9","1014","6","23","146","28","0","0","143","0","50","180","672","1873","64","5","941","89.2545123546578","10.7454876453422","8.19405183375873","2.55143581158346","5.79630595274035","1.27251603223829","0.164667782748305","1.71345976159764","0.61475972226034","0.0585485449771752","0.0256149884275142","0","0.00365928406107345","0.00823338913741526","0.00548892609161018","0.0210408833511723","0.133563868229181","0.92762850948212","35.3086419753086"
"202425","202425","Autumn term","Local authority","E92000001","England","E12000002","North West","E08000002","Bury","351","Special",3.98461538461538,"512.738461538462","53323","54043","720","8784","7373","1411","565","62827","26378","26695","53073","250","4389","597","22","0","0","0","182","1048","2","1","1132","545","0","4","138","1","32","163","315","906","27","4","521","86.0187499005205","13.9812500994795","11.7354003851847","2.24584971429481","6.98585003262928","0.950228404985118","0.25944259633597","1.44205516736435","0.501376796600188","0.0429751539943018","0.0350167921435052","0","0","0.289684371368997","0.00318334474031865","0.00159167237015933","1.80177312302036","1.66807264392697","39.6856581532416"
"202425","202425","Autumn term","Local authority","E92000001","England","E12000005","West Midlands","E08000030","Walsall","335","Special",6.95714285714286,"932.628571428571","112027","112937","910","13154","10143","3011","931","126091","55842","55664","111506","521","7352","911","2","0","6","0","135","1351","0","6","380","64","0","0","724","52","70","877","410","1722","2","7","977","89.5678517895805","10.4321482104195","8.0441903070005","2.38795790341896","5.8307095669001","0.722494071741837","0.695529419228969","1.36568034197524","0.325161986184581","0.00158615603016869","0.00158615603016869","0","0.00475846809050606","0.107065532036386","0","0.00475846809050606","0.301369645732051","1.07144839837895","34.9358974358974"
"202425","202425","Autumn term","Local authority","E92000001","England","E12000009","South West","E06000059","Dorset","838","Special",5.98571428571429,"780.971428571429","91234","92885","1651","12570","10520","2050","699","105455","45667","45030","90697","537","4989","910","0","0","2","0","237","806","2","8","3566","1182","0","23","128","23","295","461","162","1425","2","6","917","88.0802237921388","11.9197762078612","9.97581906974539","1.94395713811578","4.73092788393154","0.86292731496847","0.437153288132379","1.35128727893414","0.153620027499881","0.00189654354938125","0","0","0.00189654354938125","0.224740410601678","0.00189654354938125","0.00758617419752501","3.38153714854677","0.764307050400645","32.9516539440204"
"202425","202425","Autumn term","Local authority","E92000001","England","E12000008","South East","E10000032","West Sussex","938","Special",13.6571428571429,"1991.72857142857","239551","246004","6453","31640","27337","4303","2104","277644","119323","118381","237704","1847","14384","3218","27","0","0","44","292","5278","69","29","3996","3585","0","255","1312","214","1087","403","257","3564","79","14","2271","88.6041117402141","11.3958882597859","9.84606186339341","1.5498263963925","5.18073504199623","1.15903819279365","0.14514990419386","1.28365820979384","0.0925645791012952","0.028453703303511","0.00972468340752907","0","0","0.105170650185129","0.0248519687081298","0.0104450303266053","1.4392531443143","1.90099551944216","35.7212475633528"
"202425","202425","Autumn term","Local authority","E92000001","England","E12000004","East Midlands","E06000062","West Northamptonshire","941","Special",7.85714285714286,"981.242857142857","115821","116882","1061","16652","13387","3265","1640","133534","56800","57753","114553","1268","7551","1352","12","0","0","0","420","1734","0","2","2316","779","0","43","77","22","140","385","372","2458","50","8","1192","87.5297676996121","12.4702323003879","10.0251621309929","2.44507016939506","5.6547396168766","1.01247622328396","0.288316084293139","1.84072970179879","0.278580735992332","0.0374436473107973","0.00898647535459134","0","0","0.314526637410697","0","0.00149774589243189","1.73438974343613","1.29854568873845","35.1944167497507"
"202425","202425","Autumn term","Local authority","E92000001","England","E12000007","London","E09000028","Southwark","210","Special",7.84285714285714,"595.414285714286","68806","69499","693","11765","8846","2919","2304","81264","32389","34580","66969","1837","5214","717","0","0","0","0","98","2471","0","0","346","522","0","1","74","0","96","78","467","2339","35","10","901","85.5224945855483","14.4775054144517","10.8855089584564","3.59199645599527","6.41612522150029","0.882309509746013","0.0959834613112817","2.87827328214215","0.574670210671392","0.0430695018704469","0","0","0","0.120594605237251","0","0","0.425772789919275","3.04070683205355","37.0731707317073"
"202425","202425","Autumn term","Local authority","E92000001","England","E12000007","London","E09000015","Harrow","310","Special",3.98571428571429,"432.914285714286","52352","52797","445","7156","6731","425","567","59953","25756","26191","51947","405","4072","777","0","0","0","0","28","1807","0","0","47","190","0","0","255","0","0","32","162","214","17","4","506","88.0639834537054","11.9360165462946","11.2271279168682","0.708888629426384","6.79198705652761","1.296015211916","0.0533751438626924","0.356946274581756","0.27021166580488","0.0283555451770554","0","0","0","0.0467032508798559","0","0","0.0783947425483295","3.01402765499641","36.8055555555556"
