"time_period","time_identifier","geographic_level","country_code","country_name","region_code","region_name","new_la_code","la_name","old_la_code","attendance_date","school_type","num_schools","enrolments","present_sessions","overall_attendance","approved_educational_activity","overall_absence","authorised_absence","unauthorised_absence","late_sessions","possible_sessions","reason_present_am","reason_present_pm","reason_present","reason_l_present_late_before_registers_closed","reason_i_authorised_illness","reason_m_authorised_medical_dental","reason_r_authorised_religious_observance","reason_s_authorised_study_leave","reason_t_authorised_grt_absence","reason_h_authorised_holiday","reason_e_authorised_excluded","reason_c_authorised_other","reason_b_aea_education_off_site","reason_d_aea_dual_registration","reason_j_aea_interview","reason_p_aea_approved_sporting_activity","reason_v_aea_educational_visit_trip","reason_w_aea_work_experience","reason_g_unauthorised_holiday","reason_u_unauthorised_late_after_registers_closed","reason_o_other_unauthorised","reason_n_no_reason_yet","reason_x_not_attending_covid_non_compulsory","total_num_schools","total_enrolments","attendance_perc","overall_absence_perc","authorised_absence_perc","unauthorised_absence_perc","illness_perc","appointments_perc","unauth_hol_perc","unauth_oth_perc","unauth_late_registers_closed_perc","unauth_not_yet_perc","auth_religious_perc","auth_study_perc","auth_grt_perc","auth_holiday_perc","auth_excluded_perc","auth_other_perc","covid_non_compulsory_perc"
2022,"Week 37","Local authority","E92000001","England","E12000007","London","E09000032","Wandsworth","212",2022-09-13,"Secondary",2,2270,4261,4267,6,239,173,66,74,4506,2063,2127,4190,71,135,12,0,0,0,0,2,24,6,2,0,0,0,0,12,3,46,5,0,11,13348,"94.6959609409676","5.3040390590324","3.8393253439858","1.4647137150466","2.99600532623169","0.266311584553928","0.266311584553928","1.02086107412339","0.066577896138482","0.110963160230803","0","0","0","0","0.0443852640923213","0.532623169107856","0"
2022,"Week 37","Local authority","E92000001","England","E12000001","North East","E08000037","Gateshead","390",2022-09-13,"Secondary",3,3449,6173,6298,125,499,241,258,236,6797,2882,3059,5941,232,161,24,0,0,1,0,6,49,46,53,0,0,79,0,28,4,183,43,0,20,24070,"92.6585258202148","7.3414741797852","3.54568191849345","3.79579226129175","2.3686920700309","0.353096954538767","0.411946446961895","2.6923642783581","0.0588494924231278","0.632632043548624","0","0","0.014712373105782","0","0.0882742386346918","0.720906282183316","0"
2022,"Week 37","Local authority","E92000001","England","E12000009","South West","E06000027","Torbay","880",2022-09-13,"Secondary",7,7070,12777,12834,57,923,593,330,355,13757,6205,6259,12464,313,469,60,0,0,0,0,17,47,33,20,0,18,6,0,8,42,204,76,0,8,9086,"93.2906883768264","6.70931162317366","4.31053281965545","2.39877880351821","3.40917351166679","0.436141600639674","0.0581522134186232","1.48288144217489","0.305299120447772","0.552446027476921","0","0","0","0","0.123573453514574","0.341644253834412","0"
2022,"Week 37","Local authority","E92000001","England","E12000002","North West","E08000013","St. Helens","342",2022-09-13,"Secondary",7,7711,14305,14345,40,810,448,362,351,15155,6873,7094,13967,338,327,45,0,0,0,4,15,57,39,106,0,1,0,0,62,13,284,3,0,9,10624,"94.6552292972616","5.34477070273837","2.95612009237875","2.38865061035962","2.15770372814253","0.296931705707687","0.409105905641702","1.87396898713296","0.0857802705377763","0.0197954470471792","0","0","0","0.0263939293962389","0.0989772352358957","0.376113493896404","0"
2022,"Week 37","Local authority","E92000001","England","E12000009","South West","E06000030","Swindon","866",2022-09-13,"Secondary",12,11378,21052,21133,81,1411,826,585,405,22544,10399,10292,20691,361,614,56,0,0,2,0,24,127,21,92,0,4,46,10,30,44,313,198,3,14,14265,"93.7411284599006","6.25887154009936","3.6639460610362","2.59492547906317","2.7235628105039","0.248403122782115","0.133073101490419","1.38839602555004","0.195173882185947","0.878282469836764","0","0","0.00887154009936125","0","0.106458481192335","0.563342796309439","0.0133073101490419"
2022,"Week 37","Local authority","E92000001","England","E12000008","South East","E06000045","Southampton","852",2022-09-13,"Secondary",10,10746,19303,19707,404,1590,925,665,538,21297,9184,9615,18799,504,700,54,0,0,0,2,22,147,44,57,0,0,360,0,76,34,514,41,0,12,12445,"92.5341597408086","7.46584025919143","4.34333474198244","3.122505517209","3.28684791285158","0.253556838991407","0.356857773395314","2.41348546743673","0.159646898624219","0.192515377752735","0","0","0","0.00939099403671879","0.103300934403907","0.690238061698831","0"
2022,"Week 37","Local authority","E92000001","England","E12000002","North West","E06000009","Blackpool","890",2022-09-13,"Secondary",6,5484,9842,9868,26,781,385,396,313,10649,4723,4826,9549,293,296,24,0,0,0,0,12,53,18,162,0,0,0,8,56,20,293,27,0,8,7460,"92.6659780261057","7.33402197389426","3.61536294487745","3.71865902901681","2.77960371865903","0.225373274485867","0.525870973800357","2.7514320593483","0.187811062071556","0.253544933796601","0","0","0","0","0.112686637242934","0.497699314489623","0"
2022,"Week 37","Local authority","E92000001","England","E12000004","East Midlands","E06000016","Leicester","856",2022-09-13,"Secondary",16,18624,34361,34439,78,2373,1304,1069,784,36812,16661,16970,33631,730,997,80,0,0,0,0,33,194,74,53,4,0,0,0,196,54,735,84,0,21,22469,"93.5537324785396","6.44626752146039","3.54232315549277","2.90394436596762","2.70835597087906","0.217320438987287","0.532435075518853","1.9966315331957","0.146691296316419","0.228186460936651","0","0","0","0","0.0896446810822558","0.52700206454417","0"
2022,"Week 37","Local authority","E92000001","England","E12000007","London","E09000009","Ealing","307",2022-09-13,"Secondary",12,13138,24218,24302,84,1386,815,571,512,25688,11730,11988,23718,500,590,111,0,0,0,2,4,108,80,50,1,3,0,0,152,12,329,78,0,17,22491,"94.6044845842417","5.39551541575833","3.17268763625039","2.22282777950794","2.29679227654936","0.432108377452507","0.591715976331361","1.28075365929617","0.0467144191840548","0.303643724696356","0","0","0","0.0077857365306758","0.0155714730613516","0.420429772656493","0"
2022,"Week 37","Local authority","E92000001","England","E12000006","East of England","E06000055","Bedford","822",2022-09-13,"Secondary",11,8794,15862,16266,404,1098,675,423,293,17364,7724,7865,15589,273,488,60,0,0,2,0,20,104,73,19,0,1,328,2,60,20,273,70,1,14,12810,"93.6765722183829","6.32342778161714","3.88735314443677","2.43607463718037","2.8104123473854","0.345542501727713","0.345542501727713","1.57221838286109","0.115180833909238","0.403132918682331","0","0","0.0115180833909238","0","0.115180833909238","0.598940336328035","0.00575904169546188"
2022,"Week 37","Local authority","E92000001","England","E12000007","London","E09000013","Hammersmith and Fulham","205",2022-09-13,"Secondary",6,4418,7953,8166,213,542,298,244,174,8708,3820,3962,7782,171,236,21,0,0,0,2,10,29,17,15,2,0,194,0,34,3,122,85,0,11,9308,"93.7758383096004","6.22416169039963","3.42214056040423","2.80202112999541","2.71015158474966","0.241157556270096","0.390445567294442","1.4010105649977","0.0344510794671566","0.976113918236105","0","0","0","0.0229673863114378","0.114836931557189","0.333027101515847","0"
2022,"Week 37","Local authority","E92000001","England","E12000009","South West","E06000026","Plymouth","879",2022-09-13,"Secondary",15,11711,21475,21555,80,1454,904,550,365,23009,10518,10623,21141,334,728,45,0,0,2,4,17,106,77,19,0,3,0,0,90,31,377,52,2,19,17427,"93.6807336259725","6.31926637402755","3.92889738797862","2.39036898604894","3.16397931244296","0.195575644313095","0.39115128862619","1.63848928680082","0.134729888304576","0.225998522317354","0","0","0.00869225085835977","0.0173845017167195","0.0738841322960581","0.460689295493068","0.00869225085835977"
2022,"Week 37","Local authority","E92000001","England","E12000005","West Midlands","E08000025","Birmingham","330",2022-09-13,"Secondary",52,46151,83322,83948,626,5387,2436,2951,2053,89335,41115,40249,81364,1958,1718,190,4,0,0,4,86,424,368,793,16,21,221,0,778,95,1866,212,10,88,85559,"93.9698886214809","6.03011137851906","2.72681479823138","3.30329658028768","1.92309844965579","0.212682599205239","0.870879274640398","2.08876700061566","0.106341299602619","0.237309005429003","0.00447752840432081","0","0","0.00447752840432081","0.0962668606928975","0.474618010858006","0.011193821010802"
2022,"Week 37","Local authority","E92000001","England","E12000008","South East","E06000060","Buckinghamshire","825",2022-09-13,"Secondary",19,18113,31408,31996,588,1741,1232,509,783,33737,15322,15348,30670,738,957,130,0,0,0,4,13,128,19,68,0,31,538,0,34,45,305,125,0,72,80880,"94.8394937309186","5.16050626908142","3.65177698076296","1.50872928831846","2.83664819041409","0.385333609983105","0.100779559534043","0.904051931114207","0.133384711147998","0.370513086522216","0","0","0","0.0118564187687109","0.0385333609983105","0.379405400598749","0"
2022,"Week 37","Local authority","E92000001","England","E12000001","North East","E06000002","Middlesbrough","806",2022-09-13,"Secondary",7,7183,12745,12770,25,1265,519,746,422,14035,6054,6276,12330,415,260,27,0,0,0,14,156,62,25,209,0,0,0,0,142,7,567,30,0,8,8858,"90.9868186676167","9.01318133238333","3.6978981118632","5.31528322052013","1.85251157819736","0.192376202351265","1.01175632347702","4.03990024937656","0.0498753117206982","0.21375133594585","0","0","0","0.0997506234413965","1.11150694691842","0.441752760954756","0"
2022,"Week 37","Local authority","E92000001","England","E12000008","South East","E06000039","Slough","871",2022-09-13,"Secondary",12,9908,18201,18221,20,1104,587,517,454,19325,8692,9057,17749,452,453,51,0,0,0,0,8,75,20,56,0,0,0,0,126,2,319,70,0,15,15207,"94.2871927554981","5.71280724450194","3.03751617076326","2.67529107373868","2.34411384217335","0.263906856403622","0.652005174644243","1.65071151358344","0.0103492884864166","0.36222509702458","0","0","0","0","0.0413971539456662","0.388098318240621","0"
2022,"Week 37","Local authority","E92000001","England","E12000008","South East","E06000040","Windsor and Maidenhead","868",2022-09-13,"Secondary",9,6056,10546,10673,127,719,525,194,148,11392,5464,4947,10411,135,384,43,0,1,0,0,4,93,20,1,12,55,40,0,20,13,90,71,0,14,11535,"93.6885533707865","6.31144662921348","4.60849719101124","1.70294943820225","3.37078651685393","0.377457865168539","0.175561797752809","0.790028089887641","0.114115168539326","0.623244382022472","0","0.00877808988764045","0","0","0.0351123595505618","0.816362359550562","0"
2022,"Week 37","Local authority","E92000001","England","E12000008","South East","E10000014","Hampshire","850",2022-09-13,"Secondary",52,54519,99895,100391,496,7312,5313,1999,2773,107703,48121,49124,97245,2650,3940,394,0,0,6,12,160,799,351,589,6,111,14,14,147,123,1455,274,2,69,72861,"93.2109597689944","6.78904023100564","4.93301022255647","1.85603000844916","3.65820822075522","0.365820822075522","0.136486448845436","1.35093729979666","0.11420294699312","0.254403312813942","0","0","0.00557087546307902","0.011141750926158","0.148556679015441","0.741854915833357","0.00185695848769301"
2022,"Week 37","Local authority","E92000001","England","E12000006","East of England","E10000020","Norfolk","926",2022-09-13,"Secondary",34,28554,52424,52656,232,3546,2177,1369,959,56202,26223,25316,51539,885,1660,199,0,0,10,4,56,248,125,94,0,2,105,0,186,74,967,142,0,52,48561,"93.6906159923134","6.30938400768656","3.87352763246859","2.43585637521796","2.95363154336145","0.354079925981282","0.330949076545319","1.72057933881357","0.131667912173944","0.252660047685136","0","0","0.017792961104587","0.00711718444183481","0.0996405821856873","0.441265435393758","0"
2022,"Week 37","Local authority","E92000001","England","E12000002","North West","E08000004","Oldham","353",2022-09-13,"Secondary",13,14702,27382,27468,86,1655,680,975,1179,29123,15632,10599,26231,1151,509,63,0,0,0,2,16,90,79,94,1,0,6,0,347,28,593,7,0,13,17985,"94.3172063317653","5.68279366823473","2.33492428664629","3.34786938158843","1.74775950279848","0.216323867733407","1.19149812862686","2.03619132644302","0.0961439412148474","0.0240359853037118","0","0","0","0.0068674243724891","0.0549393949799128","0.309034096762009","0"
2022,"Week 37","Local authority","E92000001","England","E12000007","London","E09000007","Camden","202",2022-09-13,"Secondary",5,4261,7511,7730,219,539,373,166,302,8269,3507,3707,7214,297,248,36,0,0,0,2,3,83,77,50,2,2,138,0,44,5,86,31,1,10,10541,"93.4816785584714","6.5183214415286","4.51082355786673","2.00749788366187","2.99915346474785","0.435360986818237","0.532107872777845","1.04002902406579","0.0604668037247551","0.374894183093482","0","0","0","0.024186721489902","0.0362800822348531","1.00374894183093","0.012093360744951"
2022,"Week 37","Local authority","E92000001","England","E12000004","East Midlands","E06000061","North Northamptonshire","940",2022-09-13,"Secondary",12,11307,20934,20969,35,1478,857,621,421,22447,10187,10340,20527,407,633,60,0,0,0,2,39,123,33,72,0,2,0,0,78,14,515,14,0,20,23697,"93.4156011939235","6.58439880607654","3.81788212233261","2.76651668374393","2.81997594333318","0.267296297946273","0.347485187330155","2.29429322403885","0.0623691361874638","0.0623691361874638","0","0","0","0.00890987659820911","0.173742593665078","0.547957410789861","0"
2022,"Week 37","Local authority","E92000001","England","E12000002","North West","E06000050","Cheshire West and Chester","896",2022-09-13,"Secondary",9,9911,18489,18543,54,1111,748,363,473,19654,8900,9140,18040,449,556,83,0,0,0,4,24,81,52,32,0,0,0,2,44,24,221,74,0,20,21362,"94.3472066754859","5.65279332451409","3.8058410501679","1.84695227434619","2.82894067365422","0.422305891930396","0.223873002951053","1.12445303754961","0.122112547064211","0.376513686781317","0","0","0","0.0203520911773685","0.122112547064211","0.412129846341712","0"
2022,"Week 37","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","E06000014","York","816",2022-09-13,"Secondary",8,9124,17105,17154,49,961,627,334,380,18115,8304,8444,16748,357,432,48,0,0,0,2,20,125,43,16,2,2,0,2,52,23,252,7,0,9,11198,"94.6950041402153","5.30499585978471","3.46121998343914","1.84377587634557","2.3847640077284","0.264973778636489","0.287054926856197","1.39111233784157","0.126966602263318","0.038642009384488","0","0","0","0.0110405741098537","0.110405741098537","0.690035881865857","0"
2022,"Week 37","Local authority","E92000001","England","E12000007","London","E09000033","Westminster","213",2022-09-13,"Secondary",3,2421,4452,4452,0,325,148,177,133,4777,2624,1702,4326,126,101,12,0,0,0,2,4,29,0,6,0,0,0,0,16,7,137,17,0,12,12168,"93.1965668829809","6.80343311701905","3.09817877328867","3.70525434373037","2.11429767636592","0.251203684320703","0.334938245760938","2.86790872932803","0.14653548252041","0.355871886120996","0","0","0","0.0418672807201172","0.0837345614402345","0.6070755704417","0"
2022,"Week 37","Local authority","E92000001","England","E12000008","South East","E06000046","Isle of Wight","921",2022-09-13,"Secondary",4,3574,6389,6415,26,601,269,332,173,7016,3105,3120,6225,164,167,23,0,0,0,2,23,54,26,60,0,0,0,0,25,9,199,99,0,7,7652,"91.4338654503991","8.56613454960091","3.83409350057013","4.73204104903079","2.38027366020525","0.327822120866591","0.356328392246294","2.8363740022805","0.128278221208666","1.41106043329532","0","0","0","0.0285062713797035","0.327822120866591","0.769669327251995","0"
2022,"Week 37","Local authority","E92000001","England","E12000007","London","E09000019","Islington","206",2022-09-13,"Secondary",5,3898,7117,7167,50,535,276,259,196,7702,3408,3528,6936,181,168,26,0,0,0,0,4,78,50,10,0,0,0,0,29,15,151,64,0,10,8519,"93.0537522721371","6.94624772786289","3.58348480914048","3.36276291872241","2.18125162295508","0.337574655933524","0.376525577772007","1.960529732537","0.194754609192418","0.830952999220982","0","0","0","0","0.0519345624513113","1.01272396780057","0"
2022,"Week 37","Local authority","E92000001","England","E12000006","East of England","E10000029","Suffolk","935",2022-09-13,"Secondary",33,30068,55151,55486,335,3905,2516,1389,1117,59391,26963,27143,54106,1045,1899,166,0,0,1,16,89,345,99,104,0,3,32,201,170,72,1024,123,0,46,42458,"93.4249297031537","6.57507029684632","4.23633210419087","2.33873819265545","3.19745415972117","0.2795036284959","0.286238655688572","1.72416696132411","0.121230489468101","0.207102086174673","0","0","0.00168375679816807","0.0269401087706892","0.149854355036958","0.580896095367985","0"
2022,"Week 37","Local authority","E92000001","England","E12000008","South East","E10000011","East Sussex","845",2022-09-13,"Secondary",18,18305,31824,32011,187,2589,1519,1070,916,34600,15575,15383,30958,866,1069,110,0,0,8,15,46,270,185,239,2,0,0,0,92,50,799,129,1,26,28359,"92.5173410404624","7.48265895953757","4.39017341040462","3.09248554913295","3.08959537572254","0.317919075144509","0.265895953757225","2.30924855491329","0.144508670520231","0.372832369942197","0","0","0.023121387283237","0.0433526011560694","0.132947976878613","0.780346820809249","0.00289017341040462"
2022,"Week 37","Local authority","E92000001","England","E12000002","North West","E08000001","Bolton","350",2022-09-13,"Secondary",16,16258,29350,29508,158,1576,920,656,924,31084,13701,14781,28482,868,639,75,0,0,0,8,32,166,68,132,0,10,80,0,194,56,315,91,0,20,21357,"94.9298674559259","5.07013254407412","2.95972204349505","2.11041050057908","2.05571998455797","0.2412816883284","0.624115300476129","1.01338309097928","0.180156993951872","0.292755115171793","0","0","0","0.0257367134216961","0.102946853686784","0.534036803500193","0"
2022,"Week 37","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","E08000032","Bradford","380",2022-09-13,"Secondary",29,30622,55121,55419,298,4901,2002,2899,1561,60320,26400,27267,53667,1454,1418,152,0,0,2,6,94,330,274,280,18,4,0,2,618,107,1947,227,0,35,38106,"91.875","8.125","3.31896551724138","4.80603448275862","2.35079575596817","0.251989389920424","1.02453580901857","3.22778514588859","0.177387267904509","0.37632625994695","0","0","0.00331564986737401","0.00994694960212202","0.155835543766578","0.547082228116711","0"
